"search_topic","year","month","hour","day_of_week","moment_of_day","image_license","superficie_px2","image_size_kb","image_com","image_views","page_num","private_collections","image_favs","image_favs_cat"
"Gothic art",2016,8,4,"Monday","Night","Copyright",-0.512530513457803,0.0417184463703175,-0.143850567282366,0.469218583076266,0,0,0.878041053079712,"High"
"Gothic art",2023,11,18,"Wednesday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.72774198092316,1.33500407548128,0.373927969603047,1.70272443770093,0,1,1.08524109296515,"High"
"Gothic art",2014,2,16,"Tuesday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.73193412868202,1.33432994272196,1.45479565631548,0.549950667795559,0,0,1.25046327373712,"High"
"Gothic art",2017,11,15,"Friday","Afternoon","Copyright",0.899952824055481,0.174701134668357,-0.71170999204265,-0.0184847292210069,0,0,0.0478049612271497,"Low"
"Gothic art",2018,11,19,"Thursday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.08842357026728,1.35949196577195,0.105435323961856,0.746885607303184,0,0,1.23442150808235,"High"
"Gothic art",2015,8,11,"Wednesday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.95697910557719,1.73079927897961,1.71635469181381,0.646622750422731,0,0,1.37666109291004,"High"
"Gothic art",2023,8,20,"Saturday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.03556071207067,1.50271379964753,-0.188183163622543,1.51614949937807,0,0,0.733941105705724,"High"
"Gothic art",2021,4,12,"Saturday","Afternoon","Copyright",0.364234754193936,0.405713810982399,0.898800375005438,0.280806224213587,0,0,0.418159448675596,"Medium"
"Gothic art",2022,3,10,"Sunday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.73124193495962,1.39187246409404,1.10807673731359,1.69154205688638,0,0,0.965350772301244,"High"
"Gothic art",2015,7,14,"Thursday","Afternoon","Copyright",-0.185768032217271,-0.769685362772659,0.819068447099816,0.660182659978401,0,1,1.06330742287536,"High"
"Gothic art",2023,9,15,"Thursday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.94517620846286,1.3470264277209,0.287951300236546,1.66845306511928,0,4,0.965350772301244,"High"
"Gothic art",2018,5,7,"Wednesday","Morning","Copyright",-0.429669403623762,0.00985794992873432,0.393839996535901,0.541920660354663,0,0,0.6909510045538,"Medium"
"Gothic art",2021,10,10,"Friday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.59802151437115,1.03768635642062,0.879718124895618,1.66147177927307,0,0,1.20082609172792,"High"
"Gothic art",2021,10,22,"Saturday","Night","Copyright",1.21879004966374,1.43803356137009,1.01137770087792,1.93742871025804,0,0,1.08524109296515,"High"
"Gothic art",2019,10,13,"Tuesday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.3893745924096,1.56663505205726,0.566472106895086,0.765899963309552,0,0,1.25046327373712,"High"
"Gothic art",2009,2,18,"Friday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.0069564619312,0.632862122181016,2.16920160927035,0.83376309434641,0,1,1.18320669481417,"High"
"Gothic art",2007,10,19,"Saturday","Evening","Copyright",-0.900151484872601,-0.967488469138675,1.37493483886453,0.663688466316531,0,0,0.878041053079712,"High"
"Gothic art",2016,2,17,"Tuesday","Evening","Copyright",-0.336042868695142,-0.394655979381575,0.535243237018833,0.68151810596404,0,4,0.908747268962047,"High"
"Gothic art",2019,10,15,"Monday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.10884745261225,1.32413755794369,0.468173729038895,0.588206381739044,0,1,1.08524109296515,"High"
"Gothic art",2023,8,15,"Tuesday","Afternoon","Copyright",0.504172257505089,0.715851487024748,0.624968438633422,1.71750218546581,0,1,0.965350772301244,"High"
"Gothic art",2016,3,18,"Monday","Evening","Copyright",-0.622105261147885,0.063601914316106,0.00943049357800654,0.192738817654044,0,0,0.64422136349793,"Medium"
"Gothic art",2022,5,13,"Tuesday","Afternoon","Copyright",1.17216642773649,1.47855374301547,0.105435323961856,1.63407132032414,0,0,0.64422136349793,"Medium"
"Gothic art",2022,10,12,"Friday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.46141187463327,0.777820674758069,0.215577388834165,1.63481608125105,0,0,0.99156365348602,"High"
"Gothic art",2014,10,22,"Sunday","Night","Copyright",-0.165222222976723,-0.24714438071488,0.413191046034714,-0.321401993302905,0,0,0.136345395771355,"Low"
"Gothic art",2015,4,21,"Monday","Night","Copyright",-0.445656027284864,0.0592807659802705,0.764085764095635,0.360500816576081,1,0,0.540625327177729,"Medium"
"Gothic art",2016,9,15,"Friday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.93624281910886,1.16968716767715,1.45479565631548,0.914438307747535,1,0,1.33779668771923,"High"
"Gothic art",2015,9,21,"Wednesday","Night","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.54165250326809,1.36789222382948,0.926465194125191,0.570731309258268,1,0,0.965350772301244,"High"
"Gothic art",2021,2,12,"Saturday","Afternoon","Copyright",-0.688053910355053,-0.662489459539088,-0.619985031141455,-0.33234104137218,1,0,0.0094492029166703,"Low"
"Gothic art",2018,7,10,"Friday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.896589741994449,-0.973231847237091,0.638846018297468,0.344499162705536,1,0,0.396154865230444,"Medium"
"Gothic art",2021,1,15,"Saturday","Afternoon","Copyright",-0.435015490933027,-1.45499696951964,-0.102206494256043,0.431126529845151,1,0,0.400013601627847,"Medium"
"Gothic art",2019,9,20,"Monday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.48959134810041,1.77011618960468,0.519079742334068,0.769277847096098,1,0,1.28117826509121,"High"
"Gothic art",2023,9,10,"Sunday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.95347429258466,1.63864395851338,0.00943049357800654,1.4656850330601,1,1,0.845473876033576,"High"
"Gothic art",2021,2,13,"Saturday","Afternoon","Copyright",-0.346241320624403,-1.36561946873129,0.31047518138001,0.790137634412457,1,0,0.64422136349793,"Medium"
"Gothic art",2023,4,13,"Tuesday","Afternoon","Copyright",-0.2115154306589,-0.657026002951986,0.7866096452391,1.82422361259137,1,0,0.733941105705724,"High"
"Gothic art",2018,1,20,"Monday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.24566782434318,1.93947682464178,0.850062433462136,0.989940850266177,1,0,1.43577571955689,"High"
"Gothic art",2023,10,19,"Sunday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.93665159479031,1.64553124955976,1.00334349432251,2.07763599249705,1,3,1.25046327373712,"High"
"Gothic art",2020,12,20,"Wednesday","Evening","Copyright",0.628763226026712,0.446322663311758,0.332283896576724,1.30863639553995,1,0,0.151208637815277,"Low"
"Gothic art",2018,8,20,"Wednesday","Evening","Copyright",-0.268904829831226,-0.275727952429974,0.485564957437096,0.532838447296156,1,0,0.908747268962047,"High"
"Gothic art",2023,5,19,"Wednesday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.40513460034344,0.889707715677692,-0.286481541478734,1.59814970859142,1,0,0.64422136349793,"Medium"
"Gothic art",2017,7,19,"Thursday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.55284117222958,0.897406632839914,1.01931902435162,0.805990224393974,1,1,1.18320669481417,"High"
"Gothic art",2014,7,23,"Tuesday","Night","Copyright",1.97096642674817,1.54614846462494,1.20498600078373,0.535581149598151,1,0,1.04044052643494,"High"
"Gothic art",2010,12,15,"Sunday","Afternoon","Copyright",0.206366182737348,0.129273314389011,2.06380621053604,0.610561369285389,1,0,1.01655744780642,"High"
"Gothic art",2017,8,16,"Friday","Afternoon","Copyright",-0.280978993696764,-1.47826103234093,0.581569787820945,0.122858056988116,1,0,0.227394674729551,"Low"
"Gothic art",2019,8,20,"Tuesday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.18961844998466,1.38439001484849,0.944308192897984,0.775409732816118,1,0,1.28117826509121,"High"
"Gothic art",2021,4,13,"Wednesday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-1.08702854975547,-0.690429253519094,0.042945278474979,1.62115246110625,1,0,0.143828389082078,"Low"
"Gothic art",2023,8,16,"Wednesday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.65722470451382,1.27076974310733,0.566472106895086,1.70778077954494,1,4,1.18320669481417,"High"
"Gothic art",2022,10,16,"Monday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-1.17378765990652,-0.665554475037765,0.485564957437096,1.62182107079251,1,0,0.593039085760848,"Medium"
"Gothic art",2016,11,19,"Tuesday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.28624926795803,0.788373625967582,1.37021374241254,0.725248432843895,2,0,1.23442150808235,"High"
"Gothic art",2007,7,20,"Saturday","Evening","Creative Commons Attribution-Noncommercial 3.0 License",1.83598255356013,1.69069455608299,2.29715011825882,0.585748450095595,2,0,1.12659324615701,"High"
"Gothic art",2017,12,14,"Monday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.20959793167828,1.81134634165096,1.18045064871597,0.982433591595975,2,0,1.65368387009416,"High"
"Gothic art",2015,5,18,"Saturday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.77011820944607,1.37555596849211,0.704316184856879,0.141818842032343,2,1,0.64422136349793,"Medium"
"Gothic art",2018,10,19,"Monday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.97270866353733,1.2875820614166,0.728851536924642,0.986737779803117,2,1,1.25046327373712,"High"
"Gothic art",2017,6,14,"Thursday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.95018150992958,0.985865798191424,1.11498048215656,0.761358925689596,2,2,1.23442150808235,"High"
"Gothic art",2018,11,13,"Friday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.80686364154158,0.983619199357371,0.704316184856879,0.951560196140882,2,0,1.28117826509121,"High"
"Gothic art",2021,4,14,"Tuesday","Afternoon","Copyright",-0.381498225387271,-0.534940364816411,0.332283896576724,1.27921453509485,2,1,0.937793755539008,"High"
"Gothic art",2018,8,14,"Tuesday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.1791483739568,1.61487468310743,0.264663753833989,0.542819527292558,2,0,1.08524109296515,"High"
"Gothic art",2021,10,19,"Sunday","Evening","Copyright",0.441239788731454,-1.01073529388535,0.00943049357800654,-0.00991494448959466,2,0,0.138851319525645,"Low"
"Gothic art",2019,5,14,"Sunday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.2496838491104,1.65952137401001,0.926465194125191,0.673371023383407,2,0,1.36401596326537,"High"
"Gothic art",2016,11,13,"Wednesday","Afternoon","Copyright",-0.0455495608530184,-0.16424253805446,-0.539077881683464,-0.232749662091462,2,0,-0.014950735143888,"Low"
"Gothic art",2018,11,16,"Friday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.22489737113615,1.53968122904457,0.519079742334068,0.691511795693179,2,0,1.16499012017871,"High"
"Gothic art",2015,4,11,"Tuesday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.23240573727433,1.93359443339226,0.986987559006199,0.0754759446911553,2,0,0.64422136349793,"Medium"
"Gothic art",2018,3,17,"Saturday","Evening","Copyright",-0.379286260953214,0.000476109750090749,-0.466703970281082,0.205575145170374,2,0,0.435712671173807,"Medium"
"Gothic art",2017,11,12,"Sunday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.99650249380793,1.39496619983749,0.450330730266102,0.731356966415522,2,0,1.20082609172792,"High"
"Gothic art",2014,4,20,"Sunday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.74384351689773,1.35295942885484,0.610804703235263,0.200115722985745,2,0,0.6909510045538,"Medium"
"Gothic art",2019,1,11,"Thursday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.92121584530848,1.27372340982154,0.970232659351794,0.748059623065562,2,0,1.38901557083966,"High"
"Gothic art",2018,10,16,"Wednesday","Afternoon","Copyright",-0.40190469167071,-0.0535537606560798,0.596342762132483,0.843958424572715,2,0,0.99156365348602,"High"
"Gothic art",2019,5,12,"Monday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.20083439046908,1.55695587326843,0.917366824956008,0.712162496697854,2,0,1.40109245880452,"High"
"Gothic art",2014,4,9,"Sunday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",0.347843715846591,0.582232792737697,1.46724766187247,0.286957575861872,2,0,0.810805533534858,"High"
"Gothic art",2022,5,16,"Wednesday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.54316600224954,1.34503729141188,0.31047518138001,1.70594096346802,2,0,0.878041053079712,"High"
"Gothic art",2019,10,2,"Friday","Night","Copyright",0.0226965628463474,-0.796896303745014,0.665787386239444,1.37485174805396,2,0,0.937793755539008,"High"
"Gothic art",2021,1,10,"Friday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",0.462119079236067,0.477632591049963,0.502526728597298,0.365718635143828,2,0,0.404607814824333,"Medium"
"Gothic art",2018,9,10,"Monday","Morning","Copyright",-0.958503144725162,-0.60527487760229,0.485564957437096,0.34177972893622,3,0,0.6909510045538,"Medium"
"Gothic art",2018,2,14,"Saturday","Afternoon","Copyright",-0.365941337052572,0.0764042491734131,0.502526728597298,0.0658969589847187,3,0,0.325042583000937,"Medium"
"Gothic art",2019,3,9,"Friday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.37907648077563,1.59809894256833,1.05019688919734,0.790137634412457,3,0,1.45771386623499,"High"
"Gothic art",2021,3,4,"Monday","Night","Copyright",-0.0474238709624905,0.423776959132462,0.468173729038895,1.51173066589178,3,0,0.376434397062071,"Medium"
"Gothic art",2015,7,21,"Tuesday","Night","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.78398340254931,1.60358484578081,0.7866096452391,0.322300959801521,3,0,0.733941105705724,"High"
"Gothic art",2018,10,20,"Tuesday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.542071805057129,-0.561491217812507,0.519079742334068,0.595505756414298,3,0,0.965350772301244,"High"
"Gothic art",2022,6,20,"Tuesday","Evening","Copyright",0.28765954867134,1.03455987211844,0.652448776261586,1.59300906599615,3,0,0.6909510045538,"Medium"
"Gothic art",2021,6,20,"Saturday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.32630949142911,1.94420205444528,0.850062433462136,1.60728641807839,3,0,1.20082609172792,"High"
"Gothic art",2021,7,18,"Friday","Evening","Copyright",0.751095378143334,0.448782563631421,1.12858324012068,1.77551683745111,3,0,1.14613446285057,"High"
"Gothic art",2015,5,14,"Wednesday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.98507904171314,1.4747177653963,1.66588886874825,0.688867033643248,3,0,1.36401596326537,"High"
"Gothic art",2015,9,17,"Sunday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.767716848775607,-0.657652329577343,0.535243237018833,0.400740592224285,3,0,0.965350772301244,"High"
"Gothic art",2013,6,18,"Wednesday","Evening","Copyright",-1.34409129737581,-1.15636686425898,1.44211375463793,0.242149796565898,3,0,0.388353281663659,"Medium"
"Gothic art",2020,10,10,"Tuesday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.21740247769012,1.55938851414501,0.485564957437096,0.537400974052807,3,0,1.04044052643494,"High"
"Gothic art",2023,3,13,"Wednesday","Afternoon","Copyright",-0.137214282880599,-1.38310748829422,-2.04838842271872,-2.13889070774921,3,0,-2.74797227039527,"Very Low"
"Gothic art",2022,2,18,"Thursday","Evening","Copyright",-0.119505425451368,0.137056826210662,0.373927969603047,-0.316024302534518,3,0,0.058071679073994,"Low"
"Gothic art",2013,5,21,"Sunday","Night","Copyright",0.259726198637206,-0.00426341699671026,1.11498048215656,0.0255527804893171,3,0,0.0918536636187701,"Low"
"Gothic art",2019,3,16,"Wednesday","Afternoon","Copyright",-1.21200901137111,-1.18362099193194,0.678871911942237,0.360500816576081,3,0,0.389138555246337,"Medium"
"Gothic art",2020,6,17,"Friday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.30455110956183,1.58043141026748,0.31047518138001,0.395890778204364,3,0,1.10631473153428,"High"
"Gothic art",2021,1,14,"Sunday","Afternoon","Copyright",-0.00433533064885571,-0.0186818939525118,-0.539077881683464,0.167951839236915,3,0,0.411426337609443,"Medium"
"Gothic art",2016,6,9,"Wednesday","Morning","Copyright",0.679050195936886,0.906280735547777,0.485564957437096,0.832780752817041,3,0,0.810805533534858,"High"
"Gothic art",2023,1,17,"Thursday","Evening","Copyright",-0.177737318159082,-0.760579180907747,0.240558935675528,1.55987165338447,3,1,0.516408634045118,"Medium"
"Gothic art",2023,6,9,"Sunday","Morning","Copyright",-0.755342822804402,-0.677357939734406,0.393839996535901,1.60144698897402,3,0,0.148759796806408,"Low"
"Gothic art",2007,10,7,"Monday","Morning","Copyright",-0.808970727365547,-1.10319888221652,0.373927969603047,0.269848498716422,3,0,0.017342438316943,"Low"
"Gothic art",2012,11,4,"Saturday","Night","Copyright",0.110556082894571,0.298368273658178,1.85575817301014,0.702592684194316,3,0,1.5089351915775,"High"
"Gothic art",2021,10,13,"Sunday","Afternoon","Copyright",-0.346241320624403,-1.50478557791284,0.134670239376174,0.645898378803228,4,0,0.419644310591509,"Medium"
"Gothic art",2018,4,18,"Friday","Evening","Copyright",-0.735815458745626,-0.996877029674404,-0.0629434178243754,0.0385273165530993,4,0,0.197978964612508,"Low"
"Gothic art",2023,7,17,"Sunday","Evening","Copyright",-1.47397956840497,-1.36029092296545,-0.942838434140172,1.60699120119702,4,0,-0.231234630141429,"Low"
"Gothic art",2020,4,12,"Monday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.11591202682045,1.20070637692733,0.596342762132483,0.813724942574561,4,0,1.21788622479917,"High"
"Gothic art",2023,4,11,"Monday","Morning","Copyright",-0.0144178432184432,-0.884322106797282,0.728851536924642,1.8554695088821,4,3,1.01655744780642,"High"
"Gothic art",2021,10,19,"Thursday","Evening","Copyright",0.0873383227834347,0.192775235993339,0.0749006601374176,0.0917937372220448,4,0,0.179756213684272,"Low"
"Gothic art",2021,1,14,"Sunday","Afternoon","Copyright",-0.00433533064885571,-0.170275463170759,-0.401233803721672,0.17763692903354,4,0,0.360119952907819,"Medium"
"Gothic art",2020,7,14,"Tuesday","Afternoon","Copyright",-0.365941337052572,-0.227103847962225,0.353421466795957,0.171849290544954,4,0,0.593039085760848,"Medium"
"Gothic art",2018,7,17,"Wednesday","Evening","Copyright",-0.854334566035892,-0.9705063000827,0.189652922380355,0.189007532011297,4,0,0.297843542945479,"Medium"
"Gothic art",2015,12,19,"Tuesday","Evening","Copyright",2.11654267328257,1.53466456874245,-0.188183163622543,-0.682820899130466,4,0,-0.876737240322643,"Very Low"
"Gothic art",2019,4,18,"Friday","Evening","Copyright",0.211949463755293,0.934654957693612,1.5772373663516,0.668554090420486,4,0,0.99156365348602,"High"
"Gothic art",2023,1,10,"Sunday","Morning","Copyright",1.14872043333311,1.27959282539977,0.134670239376174,1.74191052351828,4,0,0.297843542945479,"Medium"
"Gothic art",2016,11,17,"Tuesday","Evening","Copyright",1.42748993476464,1.4563389132086,1.45059431704229,0.415003567828364,4,0,0.280837987431965,"Medium"
"Gothic art",2021,12,14,"Saturday","Afternoon","Copyright",-0.608317177220315,-1.73807878737119,-0.71170999204265,0.226813931321058,4,0,0.0327894688857245,"Low"
"Gothic art",2013,10,11,"Thursday","Morning","Copyright",0.198587945371836,0.351315723714529,-1.09611949500054,-1.32740128583674,4,0,-1.4590563904905,"Very Low"
"Gothic art",2022,6,17,"Friday","Evening","Copyright",-1.51725681592504,-1.32560731325679,-0.341464224482915,1.56149729157356,4,0,-0.148375607321972,"Low"
"Gothic art",2008,1,16,"Saturday","Afternoon","Copyright",-0.249777300646245,0.0889718057445337,2.03020512413386,0.79918477208021,4,0,1.12659324615701,"High"
"Gothic art",2014,12,6,"Thursday","Morning","Copyright",-0.0797132882125704,-0.49580092558842,0.535243237018833,-0.33234104137218,4,0,-0.0528684792586756,"Low"
"Gothic art",2019,1,16,"Tuesday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.284028894408323,-0.134849718366684,-0.0258037335929871,0.200115722985745,4,0,0.559242587974493,"Medium"
"Gothic art",2018,6,8,"Friday","Morning","Copyright",-0.901603239977348,-0.571566324417387,0.00943049357800654,0.17571543794245,4,0,0.510180062941391,"Medium"
"Gothic art",2014,3,20,"Thursday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.13352045569822,1.36402797205003,0.7866096452391,0.323718745557562,4,0,0.6909510045538,"Medium"
"Gothic art",2022,1,14,"Sunday","Afternoon","Copyright",-1.09304314786645,-0.643071100332812,-2.04838842271872,-0.580038593909357,4,0,-1.32942704087381,"Very Low"
"Gothic art",2022,2,8,"Saturday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.275420282595589,-0.473087513632906,0.898800375005438,1.77766217828389,4,0,0.810805533534858,"High"
"Gothic art",2018,1,0,"Monday","Night","Copyright",-0.71017698517407,-0.763273048062537,0.353421466795957,0.330745703055404,4,0,0.351773206439335,"Medium"
"Gothic art",2023,6,3,"Saturday","Night","Copyright",-0.11996332537435,-1.09393515785172,-0.286481541478734,1.59513245411356,5,0,0.185517465748513,"Low"
"Gothic art",2007,10,9,"Monday","Morning","Copyright",-0.946934907379284,-1.68148146859438,2.46333483410611,1.26879486878364,5,0,1.67562350937452,"High"
"Gothic art",2015,2,21,"Sunday","Night","Copyright",-0.902117058497024,-0.529041894961002,0.468173729038895,0.57746349842104,5,0,0.908747268962047,"High"
"Gothic art",2020,10,19,"Wednesday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.27228030014471,1.60312936072123,0.502526728597298,0.52170863771778,5,0,0.965350772301244,"High"
"Gothic art",2022,9,16,"Monday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.36805034157289,1.15055494834514,0.264663753833989,1.69401306472742,5,1,1.01655744780642,"High"
"Gothic art",2018,10,10,"Monday","Morning","Copyright",1.97096642674817,0.841604376442078,-0.0629434178243754,-0.157913155966086,5,0,0.339865638160482,"Medium"
"Gothic art",2021,11,9,"Friday","Morning","Copyright",0.215110452558716,-1.16233036103933,-1.09611949500054,-0.360828355311065,5,0,-0.0728799828251496,"Low"
"Gothic art",2023,5,12,"Friday","Afternoon","Copyright",-1.51725681592504,-1.43421596518575,-2.04838842271872,-1.09051674892444,5,0,-1.4351626936651,"Very Low"
"Gothic art",2021,1,14,"Sunday","Afternoon","Copyright",-0.00433533064885571,-0.494109265099723,-1.09611949500054,0.0149153199344866,5,0,0.182068129814965,"Low"
"Gothic art",2018,10,15,"Thursday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.129601749976641,-0.240398878052167,-0.71170999204265,0.52170863771778,5,0,0.733941105705724,"High"
"Gothic art",2017,7,19,"Monday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.64607349503612,0.767102678791017,0.596342762132483,0.291520044957215,5,0,0.965350772301244,"High"
"Gothic art",2022,9,14,"Thursday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.00238581230608,1.4747177653963,0.162711554438379,1.65080624976462,5,0,0.878041053079712,"High"
"Gothic art",2021,6,20,"Sunday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.03663286047398,1.13809579025037,0.413191046034714,1.29528015631833,5,0,1.14613446285057,"High"
"Gothic art",2021,1,13,"Saturday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.94315755872225,1.26705966763791,0.752540671663576,1.49661866310565,5,1,1.10631473153428,"High"
"Gothic art",2017,11,18,"Wednesday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.97167773384895,1.66119790278987,0.638846018297468,0.777620283510179,5,1,1.29590171837539,"High"
"Gothic art",2017,10,16,"Friday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",-0.587712146788908,-0.515091271388469,0.162711554438379,0.290004021865251,5,0,0.773746086414192,"High"
"Gothic art",2017,9,13,"Monday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.06356292153652,1.44667510674495,0.819068447099816,0.894529311349135,5,0,1.47879163713879,"High"
"Gothic art",2015,7,14,"Wednesday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.74092724860115,1.62905947804769,0.610804703235263,0.210973341188451,5,0,0.593039085760848,"Medium"
"Gothic art",2014,3,20,"Thursday","Evening","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.7632720098847,1.28032298042214,1.07974625498556,0.34177972893622,5,0,0.845473876033576,"High"
"Gothic art",2021,7,21,"Sunday","Night","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",1.8272199108021,1.16882901111727,0.752540671663576,1.52521741783297,5,0,1.12659324615701,"High"
"Gothic art",2014,3,22,"Sunday","Night","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.36925023993398,1.75312325264263,0.970232659351794,0.299014453687813,5,0,0.965350772301244,"High"
"Gothic art",2021,10,14,"Saturday","Afternoon","Copyright",-0.360050366500528,-1.6039605742073,-1.09611949500054,-0.120870649893207,5,0,-0.176845624620492,"Low"
"Gothic art",2012,9,7,"Monday","Morning","Copyright",0.545393738658074,0.0721633218558056,2.21639655557169,0.242149796565898,5,0,0.180913414716239,"Low"
"Gothic art",2016,12,10,"Tuesday","Morning","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",2.36662408641005,1.20804395921321,0.898800375005438,0.488700464618653,6,0,0.965350772301244,"High"
"Gothic art",2020,5,13,"Thursday","Afternoon","Copyright",0.526932084756591,0.295303291307015,-0.619985031141455,-1.90157401741346,6,0,-1.56692083684343,"Very Low"
"Gothic art",2017,2,13,"Thursday","Afternoon","Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 License",0.54324060767692,0.345630677509434,0.728851536924642,0.587388464949435,6,0,1.08524109296515,"High"
"Gothic art",2020,11,17,"Friday","Evening","Copyright",-0.618434383444586,-1.8333740473134,-0.619985031141455,-0.598913864332985,6,0,-0.21409131971385,"Low"
"Gothic art",2017,4,12,"Sunday","Afternoon","Copyright",-0.553055165574384,-0.0284655460914048,0.413191046034714,0.401945449037269,6,0,0.385200664580882,"Medium"
"Gothic art",2016,4,0,"Sunday","Night","Creative Commons Attribution-No Derivative Works 3.0 License",1.10133808185438,1.40659665053587,-1.57225395885963,-1.8944215515797,6,0,-2.25544797697862,"Very Low"
"Gothic art",2023,3,13,"Wednesday","Afternoon","Copyright",-0.137214282880599,-1.31442550850051,-2.04838842271872,-2.15083554136882,6,0,-3.12055251535831,"Very Low"
